Time(ms),Position
0,0
100,0.045
200,0.145444
300,0.245444
400,0.345444
500,0.445444
600,0.545444
700,0.645444
800,0.746444
900,0.846444
1000,0.946444
1100,1.04644
1200,1.14644
1300,1.24644
1400,1.34744
1500,1.44744
1600,1.54744
1700,1.64744
1800,1.74744
1900,1.84744
2000,1.94844
2100,2.04844
2200,2.14844
2300,2.24844
2400,2.34844
2500,2.44944
2600,2.54944
2700,2.64944
2800,2.74944
2900,2.84944
3000,2.94944
3100,3.05044
3200,3.15044
3300,3.25044
3400,3.35044
3500,3.45044
3600,3.55044
3700,3.65144
3800,3.75144
3900,3.85144
4000,3.95144
4100,4.05144
4200,4.15244
4300,4.25244
4400,4.35244
4500,4.45244
4600,4.55244
4700,4.65244
4800,4.75244
4900,4.85244
5000,4.95244
5100,5.05244
5200,5.15344
5300,5.25344
5400,5.35344
5500,5.45344
5600,5.55344
5700,5.65344
5800,5.75444
5900,5.85444
6000,5.95444
6100,6.05444
6200,6.15444
6300,6.25444
6400,6.35444
6500,6.45444
6600,6.55544
6700,6.65544
6800,6.75544
6900,6.85544
7000,6.95544
7100,7.05544
7200,7.15644
7300,7.25644
7400,7.35644
7500,7.45644
7600,7.55644
7700,7.65644
7800,7.75644
7900,7.85644
8000,7.95644
8100,8.05744
8200,8.15744
8300,8.25744
8400,8.35744
8500,8.45744
8600,8.55744
8700,8.65744
8800,8.75844
8900,8.85844
9000,8.95844
9100,9.05844
9200,9.15844
9300,9.25844
9400,9.35844
9500,9.45944
9600,9.55944
9700,9.65944
9800,9.75944
9900,9.85944
