Time(ms),Position
0,0
100,0.03
200,0.116667
300,0.216667
400,0.316667
500,0.417667
600,0.517667
700,0.617667
800,0.717667
900,0.817667
1000,0.917667
1100,1.01767
1200,1.11867
1300,1.21867
1400,1.31867
1500,1.41867
1600,1.51867
1700,1.61867
1800,1.71867
1900,1.81867
2000,1.91967
2100,2.01967
2200,2.11967
2300,2.21967
2400,2.31967
2500,2.41967
2600,2.51967
2700,2.61967
2800,2.71967
2900,2.81967
3000,2.92067
3100,3.02067
3200,3.12067
3300,3.22067
3400,3.32067
3500,3.42067
3600,3.52067
3700,3.62067
3800,3.72067
3900,3.82167
4000,3.92167
4100,4.02167
4200,4.12167
4300,4.22167
4400,4.32167
4500,4.42267
4600,4.52267
4700,4.62267
4800,4.72267
4900,4.82267
5000,4.92267
5100,5.02267
5200,5.12367
5300,5.22367
5400,5.32367
5500,5.42367
5600,5.52367
5700,5.62367
5800,5.72467
5900,5.82467
6000,5.92467
6100,6.02467
6200,6.12467
6300,6.22467
6400,6.32467
6500,6.42467
6600,6.52567
6700,6.62567
6800,6.72567
6900,6.82567
7000,6.92567
7100,7.02567
7200,7.12567
7300,7.22667
7400,7.32667
7500,7.42667
7600,7.52667
7700,7.62667
7800,7.72667
7900,7.82667
8000,7.92667
8100,8.02667
8200,8.12767
8300,8.22767
8400,8.32767
8500,8.42767
8600,8.52767
8700,8.62767
8800,8.72767
8900,8.82767
9000,8.92867
9100,9.02867
9200,9.12867
9300,9.22867
9400,9.32867
9500,9.42867
9600,9.52967
9700,9.62967
9800,9.72967
9900,9.82967
